DIVISION,YEAR,VARIABLE_ANTECEDENTE_ENC,VARIABLE_CONSECUENTE_ENC,VARIABLE_ANTECEDENTE,VARIABLE_CONSECUENTE,ANTECEDENT,CONSECUENT,VARIABLE_ANTECEDENTE_VALOR,VARIABLE_CONSECUENTE_VALOR,N_ROWS,CHI_2,P_VALUE,EXPECTED_MIN,SUPPORT,CONFIDENCE,LIFT,CONVICTION
mujeres,2008,AGR_ALFAB_ENC,AGR_ES_INDIGENA_ENC,AGR_ALFAB,AGR_ES_INDIGENA,AGR_ES_INDIGENA_ENC=1,AGR_ALFAB_ENC=0,no,alfabeta,13801,485.91689553999896,1.102190472691863e-107,714.1399898558076,0.5816245199623216,0.9041450777202072,1.0575562520227628,1.513348997307497
mujeres,2008,AGR_EST_CIV_ENC,AGR_SEXO_ENC,AGR_EST_CIV,AGR_SEXO,AGR_EST_CIV_ENC=0,AGR_SEXO_ENC=0,casados(as),hombres,15351,237.2074864055992,3.822719881290393e-51,5.702690378476972,0.49267148719953097,0.9770055548378762,1.0086087607475613,1.362653546734147
mujeres,2008,AGR_EST_CIV_ENC,VIC_REL_AGR_ENC,AGR_EST_CIV,VIC_REL_AGR,VIC_REL_AGR_ENC=1,AGR_EST_CIV_ENC=0,esposos(as),casados(as),15351,11840.776627248448,0.0,18.566347469220247,0.42961370594749526,0.931497175141243,1.8472307370615193,7.236682148176739
mujeres,2008,AGR_EST_CIV_ENC,VIC_REL_AGR_ENC,AGR_EST_CIV,VIC_REL_AGR,AGR_EST_CIV_ENC=0,VIC_REL_AGR_ENC=1,casados(as),esposos(as),15351,11840.776627248448,0.0,18.566347469220247,0.42961370594749526,0.8519571114843043,1.8472307370615193,3.6394335645100964
mujeres,2008,AGR_GRUPET_ENC,VIC_ES_INDIGENA_ENC,AGR_GRUPET,VIC_ES_INDIGENA,VIC_ES_INDIGENA_ENC=1,AGR_GRUPET_ENC=2,no,ladinos(as),13756,9755.414621868178,0.0,6.573204419889502,0.6040273335271882,0.9235300655774147,1.4625926297585674,4.8197561786457035
mujeres,2008,AGR_GRUPET_ENC,VIC_ES_INDIGENA_ENC,AGR_GRUPET,VIC_ES_INDIGENA,AGR_GRUPET_ENC=2,VIC_ES_INDIGENA_ENC=1,ladinos(as),no,13756,9755.414621868178,0.0,6.573204419889502,0.6040273335271882,0.956596822472945,1.4625926297585674,7.970801657923629
mujeres,2008,AGR_GRUPET_ENC,AGR_ES_INDIGENA_ENC,AGR_GRUPET,AGR_ES_INDIGENA,AGR_GRUPET_ENC=2,AGR_ES_INDIGENA_ENC=1,ladinos(as),no,14045,14045.000000000002,0.0,7.176931292274831,0.6411534353862585,1.0,1.5596890616324264,358846564.6137415
mujeres,2008,AGR_GRUPET_ENC,AGR_ES_INDIGENA_ENC,AGR_GRUPET,AGR_ES_INDIGENA,AGR_ES_INDIGENA_ENC=1,AGR_GRUPET_ENC=2,no,ladinos(as),14045,14045.000000000002,0.0,7.176931292274831,0.6411534353862585,1.0,1.5596890616324264,358846564.6137415
mujeres,2008,AGR_GRUPET_ENC,AGR_ES_INDIGENA_ENC,AGR_GRUPET,AGR_ES_INDIGENA,AGR_GRUPET_ENC=3,AGR_ES_INDIGENA_ENC=2,maya,si,14045,14045.000000000002,0.0,7.176931292274831,0.339124243503026,1.0,2.7867063492063493,641153435.3862585
mujeres,2008,AGR_GRUPET_ENC,AGR_ES_INDIGENA_ENC,AGR_GRUPET,AGR_ES_INDIGENA,AGR_ES_INDIGENA_ENC=2,AGR_GRUPET_ENC=3,si,maya,14045,14045.000000000002,0.0,7.176931292274831,0.339124243503026,0.9450396825396825,2.7867063492063493,12.024598383179681
mujeres,2008,AGR_NACIONAL_ENC,VIC_REL_AGR_ENC,AGR_NACIONAL,VIC_REL_AGR,VIC_REL_AGR_ENC=1,AGR_NACIONAL_ENC=1,esposos(as),guatemalteca,14945,11.204584669242008,0.010669517831738041,9.38588156574105,0.4499163599866176,0.9957056123204502,1.0016033099635948,1.3711513748537567
mujeres,2008,AGR_NACIONAL_ENC,VIC_TRABAJA_ENC,AGR_NACIONAL,VIC_TRABAJA,VIC_TRABAJA_ENC=1,AGR_NACIONAL_ENC=1,no,guatemalteca,14891,13.929004962470914,0.0001898461911504377,28.643878852998455,0.6716137264119266,0.9957188371166866,1.0016381276433548,1.3803745879655855
mujeres,2008,AGR_NACIONAL_ENC,VIC_ES_INDIGENA_ENC,AGR_NACIONAL,VIC_ES_INDIGENA,VIC_ES_INDIGENA_ENC=2,AGR_NACIONAL_ENC=1,si,guatemalteca,13395,14.725851454205214,0.00012432981587992762,27.088913773796193,0.34647256438969765,0.9976354256233878,1.0034787509367935,2.462627483423023
mujeres,2008,AGR_NACIONAL_ENC,AGR_ES_INDIGENA_ENC,AGR_NACIONAL,AGR_ES_INDIGENA,AGR_ES_INDIGENA_ENC=2,AGR_NACIONAL_ENC=1,si,guatemalteca,13486,21.942727436722045,2.8090938924731316e-06,26.048346433338278,0.36126353255227645,0.9985652797704447,1.0039251053365303,3.7211897539504144
mujeres,2008,AGR_SEXO_ENC,AGR_TRABAJA_ENC,AGR_SEXO,AGR_TRABAJA,AGR_TRABAJA_ENC=2,AGR_SEXO_ENC=0,si,hombres,15236,2386.7343600877084,0.0,49.94138881596219,0.8913100551325808,0.990879241152864,1.0242917510146574,3.5764684973483116
mujeres,2008,AGR_SEXO_ENC,AGR_TRABAJA_ENC,AGR_SEXO,AGR_TRABAJA,AGR_SEXO_ENC=0,AGR_TRABAJA_ENC=2,hombres,si,15236,2386.7343600877084,0.0,49.94138881596219,0.8913100551325808,0.9213650858267183,1.0242917510146574,1.2778762660478176
mujeres,2008,AGR_SEXO_ENC,VIC_REL_AGR_ENC,AGR_SEXO,VIC_REL_AGR,VIC_REL_AGR_ENC=0,AGR_SEXO_ENC=0,conviviente,hombres,15689,4457.933268183523,0.0,53.92886735929632,0.3235387851360826,1.0,1.033599051320904,32506851.93447633
mujeres,2008,AGR_SEXO_ENC,VIC_REL_AGR_ENC,AGR_SEXO,VIC_REL_AGR,VIC_REL_AGR_ENC=1,AGR_SEXO_ENC=0,esposos(as),hombres,15689,4457.933268183523,0.0,53.92886735929632,0.4535024539486264,1.0,1.033599051320904,32506851.93447633
mujeres,2008,AGR_SEXO_ENC,CANTIDAD_HIJOS_ENC,AGR_SEXO,CANTIDAD_HIJOS,CANTIDAD_HIJOS_ENC=1,AGR_SEXO_ENC=0,hijos medios,hombres,15689,26.48213853872645,7.558768783056868e-06,33.839632863789916,0.36229205175600737,0.9734543586230519,1.0061615015769854,1.2245645244849985
mujeres,2008,AGR_SEXO_ENC,VIC_OTRAS_VICTIMAS_ENC,AGR_SEXO,VIC_OTRAS_VICTIMAS,VIC_OTRAS_VICTIMAS_ENC=2,AGR_SEXO_ENC=0,si,hombres,9918,21.115360924239823,4.324476888601343e-06,98.16979229683403,0.6580963904012905,0.9750522856289214,1.0056747679770843,1.2205401169632975
mujeres,2008,AGR_SEXO_ENC,VIOLENCIA_FISICA_ENC,AGR_SEXO,VIOLENCIA_FISICA,VIOLENCIA_FISICA_ENC=1,AGR_SEXO_ENC=0,presente,hombres,15689,105.32101293044984,1.0386882686992838e-24,151.77449168207025,0.6862132704442603,0.976950998185118,1.009775624911148,1.4103365857323638
mujeres,2008,AGR_SEXO_ENC,QUIEN_ES_MAYOR_ENC,AGR_SEXO,QUIEN_ES_MAYOR,QUIEN_ES_MAYOR_ENC=0,AGR_SEXO_ENC=0,agresor,hombres,14544,134.61598395328497,5.868275526074691e-30,36.430280528052805,0.6890814081408141,0.9751873114722195,1.0074672722014462,1.2913031469052954
mujeres,2008,AGR_TRABAJA_ENC,VIC_REL_AGR_ENC,AGR_TRABAJA,VIC_REL_AGR,VIC_REL_AGR_ENC=0,AGR_TRABAJA_ENC=2,conviviente,si,15236,1350.5811723434792,1.5579243177013638e-292,159.8727356261486,0.3017852454712523,0.932657200811359,1.0368453200701835,1.492151967265085
mujeres,2008,AGR_TRABAJA_ENC,VIC_REL_AGR_ENC,AGR_TRABAJA,VIC_REL_AGR,VIC_REL_AGR_ENC=1,AGR_TRABAJA_ENC=2,esposos(as),si,15236,1350.5811723434792,1.5579243177013638e-292,159.8727356261486,0.42412706747177736,0.9323329966815755,1.0364848987552342,1.4850028133321658
mujeres,2008,AGR_TRABAJA_ENC,VIC_ES_INDIGENA_ENC,AGR_TRABAJA,VIC_ES_INDIGENA,VIC_ES_INDIGENA_ENC=2,AGR_TRABAJA_ENC=2,si,si,13654,32.33794037124601,1.2955878449220277e-08,471.9121869049363,0.31609784678482494,0.9196675900277008,1.0224852434034872,1.2517564483566133
mujeres,2008,AGR_TRABAJA_ENC,AGR_ES_INDIGENA_ENC,AGR_TRABAJA,AGR_ES_INDIGENA,AGR_ES_INDIGENA_ENC=2,AGR_TRABAJA_ENC=2,si,si,13724,50.60032408577112,1.132263430365678e-12,497.42531331973186,0.3316817254444768,0.9235138973422601,1.0271743842390126,1.3194305220590423
mujeres,2008,AGR_TRABAJA_ENC,GANA_MAS_LA_VICTIMA_ENC,AGR_TRABAJA,GANA_MAS_LA_VICTIMA,GANA_MAS_LA_VICTIMA_ENC=0,AGR_TRABAJA_ENC=2,no,si,15236,807.7934852343885,1.090504179015139e-177,165.49993436597532,0.823772643738514,0.923614688350872,1.0267926590086747,1.3155106433117056
mujeres,2008,AGR_TRABAJA_ENC,GANA_MAS_LA_VICTIMA_ENC,AGR_TRABAJA,GANA_MAS_LA_VICTIMA,AGR_TRABAJA_ENC=2,GANA_MAS_LA_VICTIMA_ENC=0,si,no,15236,807.7934852343885,1.090504179015139e-177,165.49993436597532,0.823772643738514,0.9157971543232397,1.0267926590086747,1.2837955355629174
mujeres,2008,VIC_ALFAB_ENC,CANTIDAD_HIJOS_ENC,VIC_ALFAB,CANTIDAD_HIJOS,CANTIDAD_HIJOS_ENC=1,VIC_ALFAB_ENC=0,hijos medios,alfabeta,15609,459.1799783580476,3.343558040733304e-99,237.4214876033058,0.30386315587161256,0.814109165808445,1.0573664477537044,1.2376058280328108
mujeres,2008,VIC_ALFAB_ENC,VIC_RANGO_EDAD_ENC,VIC_ALFAB,VIC_RANGO_EDAD,VIC_ALFAB_ENC=0,VIC_RANGO_EDAD_ENC=0,alfabeta,adulto joven,15609,433.5994024368663,2.6759987965538124e-96,628.0626561599078,0.6619258120315202,0.8597104343484773,1.0419458164256061,1.2467006695475935
mujeres,2008,VIC_ALFAB_ENC,VIC_NIV_ESCOLARIDAD_ENC,VIC_ALFAB,VIC_NIV_ESCOLARIDAD,VIC_NIV_ESCOLARIDAD_ENC=4,VIC_ALFAB_ENC=0,primaria,alfabeta,15435,13310.80111814737,0.0,86.5469387755102,0.45273728539034663,1.0,1.3031914893617023,232653061.2244898
mujeres,2008,VIC_ALFAB_ENC,DIF_ALFAB_ENC,VIC_ALFAB,DIF_ALFAB,VIC_ALFAB_ENC=0,DIF_ALFAB_ENC=2,alfabeta,iguales,15292,8401.711344074254,0.0,200.32317551660998,0.7144258435783416,0.9256121325086842,1.1517055110108056,2.6390297369653313
mujeres,2008,VIC_ALFAB_ENC,DIF_ALFAB_ENC,VIC_ALFAB,DIF_ALFAB,DIF_ALFAB_ENC=2,VIC_ALFAB_ENC=0,iguales,alfabeta,15292,8401.711344074254,0.0,200.32317551660998,0.7144258435783416,0.8889340927583401,1.1517055110108056,2.054262355279959
mujeres,2008,VIC_ALFAB_ENC,VIC_ES_INDIGENA_ENC,VIC_ALFAB,VIC_ES_INDIGENA,VIC_ES_INDIGENA_ENC=1,VIC_ALFAB_ENC=0,no,alfabeta,13959,1442.4477556091583,0.0,1082.8652482269504,0.572247295651551,0.8710064333224294,1.1255673766661536,1.753283800248254
mujeres,2008,VIC_ALFAB_ENC,VIC_ES_INDIGENA_ENC,VIC_ALFAB,VIC_ES_INDIGENA,VIC_ALFAB_ENC=0,VIC_ES_INDIGENA_ENC=1,alfabeta,no,13959,1442.4477556091583,0.0,1082.8652482269504,0.572247295651551,0.7394926865395297,1.1255673766661536,1.3166790112118987
mujeres,2008,VIC_ALFAB_ENC,AGR_ES_INDIGENA_ENC,VIC_ALFAB,AGR_ES_INDIGENA,VIC_ALFAB_ENC=0,AGR_ES_INDIGENA_ENC=1,alfabeta,no,13996,1242.5682742195177,3.421044135524177e-272,1141.7190625893113,0.5552300657330665,0.7184726331360947,1.1209166172525673,1.2752975118611067
mujeres,2008,VIC_ALFAB_ENC,AGR_ES_INDIGENA_ENC,VIC_ALFAB,AGR_ES_INDIGENA,AGR_ES_INDIGENA_ENC=1,VIC_ALFAB_ENC=0,no,alfabeta,13996,1242.5682742195177,3.421044135524177e-272,1141.7190625893113,0.5552300657330665,0.8662356481997547,1.1209166172525673,1.6985674351440334
mujeres,2008,VIC_DISC_ENC,VIC_REL_AGR_ENC,VIC_DISC,VIC_REL_AGR,VIC_REL_AGR_ENC=0,VIC_DISC_ENC=2,conviviente,sin discapacidad,14522,8.192837989363934,0.04218999156762137,20.35807739980719,0.3197218014047652,0.990401023890785,1.003530816978927,1.363019950124384
mujeres,2008,VIC_DISC_ENC,VIC_OTRAS_VICTIMAS_ENC,VIC_DISC,VIC_OTRAS_VICTIMAS,VIC_OTRAS_VICTIMAS_ENC=1,VIC_DISC_ENC=2,no,sin discapacidad,9347,10.336823558013963,0.0013040222798234456,39.543703862201774,0.31903284476302557,0.9923460898502496,1.0055788054889725,1.7192912476405182
mujeres,2008,VIC_DISC_ENC,VIC_ES_INDIGENA_ENC,VIC_DISC,VIC_ES_INDIGENA,VIC_ES_INDIGENA_ENC=2,VIC_DISC_ENC=2,si,sin discapacidad,13033,7.2313001042955305,0.007164330529617555,60.79920202562725,0.34604465587355177,0.9903381642512077,1.0037388050926193,1.381799903020686
mujeres,2008,VIC_DISC_ENC,AGR_ES_INDIGENA_ENC,VIC_DISC,AGR_ES_INDIGENA,AGR_ES_INDIGENA_ENC=2,VIC_DISC_ENC=2,si,sin discapacidad,13098,8.121402854572077,0.004374569488039243,64.0684073904413,0.3605130554283097,0.9903523489932886,1.0038411288588527,1.392791320643743
mujeres,2008,VIC_EST_CIV_ENC,VIC_REL_AGR_ENC,VIC_EST_CIV,VIC_REL_AGR,VIC_REL_AGR_ENC=1,VIC_EST_CIV_ENC=0,esposos(as),casados(as),15640,12547.102137836835,0.0,21.89053708439898,0.41464194373401536,0.9124806528774447,1.8952453401066716,5.924886446393145
mujeres,2008,VIC_EST_CIV_ENC,VIC_REL_AGR_ENC,VIC_EST_CIV,VIC_REL_AGR,VIC_EST_CIV_ENC=0,VIC_REL_AGR_ENC=1,casados(as),esposos(as),15640,12547.102137836835,0.0,21.89053708439898,0.41464194373401536,0.8612217795484728,1.8952453401066716,3.931367829819624
mujeres,2008,VIC_GRUPET_ENC,VIC_ES_INDIGENA_ENC,VIC_GRUPET,VIC_ES_INDIGENA,VIC_GRUPET_ENC=2,VIC_ES_INDIGENA_ENC=1,ladinos(as),no,14000,14000.0,0.0,6.522428571428572,0.6567142857142857,1.0,1.522732216663041,343285714.28571427
mujeres,2008,VIC_GRUPET_ENC,VIC_ES_INDIGENA_ENC,VIC_GRUPET,VIC_ES_INDIGENA,VIC_ES_INDIGENA_ENC=1,VIC_GRUPET_ENC=2,no,ladinos(as),14000,14000.0,0.0,6.522428571428572,0.6567142857142857,1.0,1.522732216663041,343285714.28571427
mujeres,2008,VIC_GRUPET_ENC,VIC_ES_INDIGENA_ENC,VIC_GRUPET,VIC_ES_INDIGENA,VIC_GRUPET_ENC=3,VIC_ES_INDIGENA_ENC=2,maya,si,14000,14000.0,0.0,6.522428571428572,0.3266428571428571,1.0,2.9130253849354975,656714285.7142856
mujeres,2008,VIC_GRUPET_ENC,VIC_ES_INDIGENA_ENC,VIC_GRUPET,VIC_ES_INDIGENA,VIC_ES_INDIGENA_ENC=2,VIC_GRUPET_ENC=3,si,maya,14000,14000.0,0.0,6.522428571428572,0.3266428571428571,0.951518934665002,2.9130253849354975,13.889074514251217
mujeres,2008,VIC_NACIONAL_ENC,VIC_REL_AGR_ENC,VIC_NACIONAL,VIC_REL_AGR,VIC_REL_AGR_ENC=1,VIC_NACIONAL_ENC=1,esposos(as),guatemalteca,15553,67.18988398962445,1.7053726220977126e-14,18.863306114575966,0.45155275509548,0.9947592067988669,1.0063412217602952,2.1960476189781657
mujeres,2008,VIC_NACIONAL_ENC,VIC_ES_INDIGENA_ENC,VIC_NACIONAL,VIC_ES_INDIGENA,VIC_ES_INDIGENA_ENC=2,VIC_NACIONAL_ENC=1,si,guatemalteca,13888,65.8784156436189,4.79615441308455e-16,52.27188940092166,0.3435339861751152,0.9989530988274706,1.0100073264790268,10.454367894171588
mujeres,2008,VIC_NACIONAL_ENC,AGR_ES_INDIGENA_ENC,VIC_NACIONAL,AGR_ES_INDIGENA,AGR_ES_INDIGENA_ENC=2,VIC_NACIONAL_ENC=1,si,guatemalteca,13929,41.81548588849769,1.003058225531368e-10,58.26836097350851,0.3583171799842056,0.9962075848303393,1.0079302280164013,3.066755032056094
mujeres,2008,VIC_TRABAJA_ENC,GANA_MAS_LA_VICTIMA_ENC,VIC_TRABAJA,GANA_MAS_LA_VICTIMA,VIC_TRABAJA_ENC=1,GANA_MAS_LA_VICTIMA_ENC=0,no,no,15624,2510.4908974155105,0.0,539.4072580645161,0.6593701996927803,0.9804891976777387,1.0960265596706724,5.402891147157601
mujeres,2008,VIC_TRABAJA_ENC,GANA_MAS_LA_VICTIMA_ENC,VIC_TRABAJA,GANA_MAS_LA_VICTIMA,GANA_MAS_LA_VICTIMA_ENC=0,VIC_TRABAJA_ENC=1,no,no,15624,2510.4908974155105,0.0,539.4072580645161,0.6593701996927803,0.7370680403520069,1.0960265596706724,1.2456034624559684
mujeres,2008,CANTIDAD_HIJOS_ENC,VIC_RANGO_EDAD_ENC,CANTIDAD_HIJOS,VIC_RANGO_EDAD,CANTIDAD_HIJOS_ENC=1,VIC_RANGO_EDAD_ENC=0,hijos medios,adulto joven,15689,709.5465675228218,1.786330582328229e-153,182.2695519153547,0.32551469182229587,0.8746360678198322,1.0602816618780209,1.3966602955652894
mujeres,2008,VIC_RANGO_EDAD_ENC,QUIEN_ES_MAYOR_ENC,VIC_RANGO_EDAD,QUIEN_ES_MAYOR,QUIEN_ES_MAYOR_ENC=0,VIC_RANGO_EDAD_ENC=0,agresor,adulto joven,14544,633.5459494019054,2.674515205207978e-138,198.177599009901,0.6139301430143014,0.8688333171158898,1.0522368027424016,1.3288334713255774
mujeres,2008,VIC_NIV_ESCOLARIDAD_ENC,AGR_NIV_ESCOLARIDAD_ENC,VIC_NIV_ESCOLARIDAD,AGR_NIV_ESCOLARIDAD,VIC_NIV_ESCOLARIDAD_ENC=4,AGR_NIV_ESCOLARIDAD_ENC=4,primaria,primaria,14944,9406.309762460394,0.0,9.452288543897216,0.30145877944325483,0.6645522938486502,1.3351800859470595,1.4973277500237956
mujeres,2008,VIC_NIV_ESCOLARIDAD_ENC,AGR_NIV_ESCOLARIDAD_ENC,VIC_NIV_ESCOLARIDAD,AGR_NIV_ESCOLARIDAD,AGR_NIV_ESCOLARIDAD_ENC=4,VIC_NIV_ESCOLARIDAD_ENC=4,primaria,primaria,14944,9406.309762460394,0.0,9.452288543897216,0.30145877944325483,0.6056735681634848,1.3351800859470595,1.3855858518235626
mujeres,2008,VIC_NIV_ESCOLARIDAD_ENC,DIF_ALFAB_ENC,VIC_NIV_ESCOLARIDAD,DIF_ALFAB,VIC_NIV_ESCOLARIDAD_ENC=4,DIF_ALFAB_ENC=2,primaria,iguales,15151,7460.18632637875,0.0,21.115635931621675,0.408487888588212,0.9004801396769969,1.1219715950860345,1.9836513979002
mujeres,2008,VIC_NIV_ESCOLARIDAD_ENC,GANA_MAS_LA_VICTIMA_ENC,VIC_NIV_ESCOLARIDAD,GANA_MAS_LA_VICTIMA,VIC_NIV_ESCOLARIDAD_ENC=4,GANA_MAS_LA_VICTIMA_ENC=0,primaria,no,15435,794.2597807189954,1.3449458596813298e-170,39.40524781341108,0.41736313573048267,0.9218660560961649,1.0310871431771236,1.3557242713176119
mujeres,2008,AGR_NIV_ESCOLARIDAD_ENC,GANA_MAS_LA_VICTIMA_ENC,AGR_NIV_ESCOLARIDAD,GANA_MAS_LA_VICTIMA,AGR_NIV_ESCOLARIDAD_ENC=4,GANA_MAS_LA_VICTIMA_ENC=0,primaria,no,15020,230.6427775957077,9.598796365573742e-49,41.58575233022636,0.4533954727030626,0.9109149277688604,1.0205834861322007,1.2062259194500902
mujeres,2008,VIOLENCIA_SEXUAL_ENC,VIOLENCIA_PATRIMONIAL_ENC,VIOLENCIA_SEXUAL,VIOLENCIA_PATRIMONIAL,VIOLENCIA_PATRIMONIAL_ENC=0,VIOLENCIA_SEXUAL_ENC=0,no presente,no presente,15689,220.29485134782536,7.799543514911213e-50,87.76524953789279,0.8191726687488049,0.9743745261561789,1.0098402656139709,1.3705169597189009
mujeres,2008,VIOLENCIA_SEXUAL_ENC,VIC_ES_INDIGENA_ENC,VIOLENCIA_SEXUAL,VIC_ES_INDIGENA,VIC_ES_INDIGENA_ENC=2,VIOLENCIA_SEXUAL_ENC=0,si,no presente,14000,11.68791617519193,0.0006290731285492763,171.64285714285714,0.3335714285714286,0.9717020391177694,1.0076910035295388,1.2620797873330987
mujeres,2008,VIOLENCIA_SEXUAL_ENC,AGR_ES_INDIGENA_ENC,VIOLENCIA_SEXUAL,AGR_ES_INDIGENA,AGR_ES_INDIGENA_ENC=2,VIOLENCIA_SEXUAL_ENC=0,si,no presente,14045,11.484942894742982,0.0007016228268200052,181.93520825916696,0.3484514061943752,0.971031746031746,1.0073970212007588,1.2461315204018077
mujeres,2008,VIOLENCIA_PATRIMONIAL_ENC,AGR_ES_INDIGENA_ENC,VIOLENCIA_PATRIMONIAL,AGR_ES_INDIGENA,AGR_ES_INDIGENA_ENC=2,VIOLENCIA_PATRIMONIAL_ENC=0,si,no presente,14045,52.2163337454718,4.971092458576379e-13,827.1413314346743,0.3107867568529726,0.8660714285714286,1.0361135616938426,1.2253945559387942
mujeres,2008,DIF_ALFAB_ENC,VIC_ES_INDIGENA_ENC,DIF_ALFAB,VIC_ES_INDIGENA,VIC_ES_INDIGENA_ENC=1,DIF_ALFAB_ENC=2,no,iguales,13719,555.8861934247496,1.953650238506131e-121,261.99475180406733,0.5664407026751221,0.8591487009397457,1.0636820709495869,1.3651848975561884
mujeres,2008,DIF_ALFAB_ENC,AGR_ES_INDIGENA_ENC,DIF_ALFAB,AGR_ES_INDIGENA,AGR_ES_INDIGENA_ENC=1,DIF_ALFAB_ENC=2,no,iguales,13774,472.2519831183513,2.8299895504025596e-103,279.94191955858867,0.5507477856831712,0.8560144436921688,1.0623247992986695,1.3487913621365326
mujeres,2008,VIC_ES_INDIGENA_ENC,AGR_ES_INDIGENA_ENC,VIC_ES_INDIGENA,AGR_ES_INDIGENA,VIC_ES_INDIGENA_ENC=1,AGR_ES_INDIGENA_ENC=1,no,no,13567,9742.320909240687,0.0,1686.2421316429572,0.6124419547431267,0.9356981981981982,1.461503275956131,5.595022449515314
mujeres,2008,VIC_ES_INDIGENA_ENC,AGR_ES_INDIGENA_ENC,VIC_ES_INDIGENA,AGR_ES_INDIGENA,AGR_ES_INDIGENA_ENC=1,VIC_ES_INDIGENA_ENC=1,no,no,13567,9742.320909240687,0.0,1686.2421316429572,0.6124419547431267,0.956596822472945,1.461503275956131,7.95956975920483
mujeres,2008,VIC_ES_INDIGENA_ENC,AGR_ES_INDIGENA_ENC,VIC_ES_INDIGENA,AGR_ES_INDIGENA,VIC_ES_INDIGENA_ENC=2,AGR_ES_INDIGENA_ENC=2,si,si,13567,9742.320909240687,0.0,1686.2421316429572,0.31768261222082994,0.9195647535737145,2.5559793099230865,7.959569843635377
