division,year,orig_col_a,orig_col_b,col_a_enc,col_b_enc,n_rows,pair_chi2,pair_p_value,pair_expected_min,antecedent_enc,consequent_enc,support,confidence,lift,conviction,rule_n,rule_chi2,rule_p_value,rule_dof,rule_expected_min,rule_observed
mujeres,2008,VIC_ALFAB,AGR_ES_INDIGENA,VIC_ALFAB_ENC,AGR_ES_INDIGENA_ENC,13996,1242.5682742195177,3.421044135524177e-272,1141.7190625893113,AGR_ES_INDIGENA_ENC=1,VIC_ALFAB_ENC=0,0.5552300657330665,0.8662356481997547,1.1209166172525673,1.6985674351440334,13996,1242.5682742195177,3.421044135524177e-272,1,1141.7190625893113,"[[1980, 3045], [1200, 7771]]"
mujeres,2008,VIC_DISC,VIC_REL_AGR,VIC_DISC_ENC,VIC_REL_AGR_ENC,14522,8.192837989363934,0.04218999156762137,20.35807739980719,VIC_REL_AGR_ENC=0,VIC_DISC_ENC=2,0.3197218014047652,0.990401023890785,1.003530816978927,1.363019950124384,14522,6.510096747251134,0.010726367203216037,1,61.33590414543451,"[[145, 9689], [45, 4643]]"
mujeres,2008,VIC_DISC,VIC_OTRAS_VICTIMAS,VIC_DISC_ENC,VIC_OTRAS_VICTIMAS_ENC,9347,10.336823558013963,0.0013040222798234456,39.543703862201774,VIC_OTRAS_VICTIMAS_ENC=1,VIC_DISC_ENC=2,0.31903284476302557,0.9923460898502496,1.0055788054889725,1.7192912476405182,9347,10.336823558013965,0.0013040222798234424,1,39.543703862201774,"[[100, 6242], [23, 2982]]"
mujeres,2008,VIC_DISC,VIC_ES_INDIGENA,VIC_DISC_ENC,VIC_ES_INDIGENA_ENC,13033,7.2313001042955305,0.007164330529617555,60.79920202562725,VIC_ES_INDIGENA_ENC=2,VIC_DISC_ENC=2,0.34604465587355177,0.9903381642512077,1.0037388050926193,1.381799903020686,13033,7.2313001042955305,0.007164330529617555,1,60.79920202562725,"[[130, 8349], [44, 4510]]"
mujeres,2008,VIC_DISC,AGR_ES_INDIGENA,VIC_DISC_ENC,AGR_ES_INDIGENA_ENC,13098,8.121402854572077,0.004374569488039243,64.0684073904413,AGR_ES_INDIGENA_ENC=2,VIC_DISC_ENC=2,0.3605130554283097,0.9903523489932886,1.0038411288588527,1.392791320643743,13098,8.121402854572077,0.004374569488039243,1,64.0684073904413,"[[130, 8200], [46, 4722]]"
mujeres,2008,VIC_EST_CIV,VIC_REL_AGR,VIC_EST_CIV_ENC,VIC_REL_AGR_ENC,15640,12547.102137836835,0.0,21.89053708439898,VIC_REL_AGR_ENC=1,VIC_EST_CIV_ENC=0,0.41464194373401536,0.9124806528774447,1.8952453401066716,5.924886446393145,15640,9693.476879081609,0.0,1,3421.720588235294,"[[7488, 1045], [622, 6485]]"
mujeres,2008,VIC_EST_CIV,VIC_REL_AGR,VIC_EST_CIV_ENC,VIC_REL_AGR_ENC,15640,12547.102137836835,0.0,21.89053708439898,VIC_EST_CIV_ENC=0,VIC_REL_AGR_ENC=1,0.41464194373401536,0.8612217795484728,1.8952453401066716,3.931367829819624,15640,9693.476879081609,0.0,1,3421.720588235294,"[[7488, 622], [1045, 6485]]"
mujeres,2008,VIC_GRUPET,VIC_ES_INDIGENA,VIC_GRUPET_ENC,VIC_ES_INDIGENA_ENC,14000,14000.0,0.0,6.522428571428572,VIC_GRUPET_ENC=2,VIC_ES_INDIGENA_ENC=1,0.6567142857142857,1.0,1.522732216663041,343285714.28571427,14000,13999.999999999998,0.0,1,1649.8311428571428,"[[4806, 0], [0, 9194]]"
mujeres,2008,VIC_GRUPET,VIC_ES_INDIGENA,VIC_GRUPET_ENC,VIC_ES_INDIGENA_ENC,14000,14000.0,0.0,6.522428571428572,VIC_ES_INDIGENA_ENC=1,VIC_GRUPET_ENC=2,0.6567142857142857,1.0,1.522732216663041,343285714.28571427,14000,13999.999999999998,0.0,1,1649.8311428571428,"[[4806, 0], [0, 9194]]"
mujeres,2008,VIC_GRUPET,VIC_ES_INDIGENA,VIC_GRUPET_ENC,VIC_ES_INDIGENA_ENC,14000,14000.0,0.0,6.522428571428572,VIC_GRUPET_ENC=3,VIC_ES_INDIGENA_ENC=2,0.3266428571428571,1.0,2.9130253849354975,656714285.7142856,14000,12992.013492557591,0.0,1,1569.8455714285715,"[[9194, 233], [0, 4573]]"
mujeres,2008,VIC_GRUPET,VIC_ES_INDIGENA,VIC_GRUPET_ENC,VIC_ES_INDIGENA_ENC,14000,14000.0,0.0,6.522428571428572,VIC_ES_INDIGENA_ENC=2,VIC_GRUPET_ENC=3,0.3266428571428571,0.951518934665002,2.9130253849354975,13.889074514251217,14000,12992.013492557591,0.0,1,1569.8455714285715,"[[9194, 0], [233, 4573]]"
mujeres,2008,VIC_NACIONAL,VIC_REL_AGR,VIC_NACIONAL_ENC,VIC_REL_AGR_ENC,15553,67.18988398962445,1.7053726220977126e-14,18.863306114575966,VIC_REL_AGR_ENC=1,VIC_NACIONAL_ENC=1,0.45155275509548,0.9947592067988669,1.0063412217602952,2.1960476189781657,15553,44.65164643850799,2.3539956060215618e-11,1,81.25377740628818,"[[142, 8351], [37, 7023]]"
mujeres,2008,VIC_NACIONAL,VIC_ES_INDIGENA,VIC_NACIONAL_ENC,VIC_ES_INDIGENA_ENC,13888,65.8784156436189,4.79615441308455e-16,52.27188940092166,VIC_ES_INDIGENA_ENC=2,VIC_NACIONAL_ENC=1,0.3435339861751152,0.9989530988274706,1.0100073264790268,10.454367894171588,13888,65.8784156436189,4.79615441308455e-16,1,52.27188940092166,"[[147, 8965], [5, 4771]]"
mujeres,2008,VIC_NACIONAL,AGR_ES_INDIGENA,VIC_NACIONAL_ENC,AGR_ES_INDIGENA_ENC,13929,41.81548588849769,1.003058225531368e-10,58.26836097350851,AGR_ES_INDIGENA_ENC=2,VIC_NACIONAL_ENC=1,0.3583171799842056,0.9962075848303393,1.0079302280164013,3.066755032056094,13929,41.81548588849769,1.003058225531368e-10,1,58.26836097350851,"[[143, 8776], [19, 4991]]"
mujeres,2008,VIC_TRABAJA,GANA_MAS_LA_VICTIMA,VIC_TRABAJA_ENC,GANA_MAS_LA_VICTIMA_ENC,15624,2510.4908974155105,0.0,539.4072580645161,VIC_TRABAJA_ENC=1,GANA_MAS_LA_VICTIMA_ENC=0,0.6593701996927803,0.9804891976777387,1.0960265596706724,5.402891147157601,15624,2510.4908974155105,0.0,1,539.4072580645161,"[[1442, 3675], [205, 10302]]"
mujeres,2008,VIC_TRABAJA,GANA_MAS_LA_VICTIMA,VIC_TRABAJA_ENC,GANA_MAS_LA_VICTIMA_ENC,15624,2510.4908974155105,0.0,539.4072580645161,GANA_MAS_LA_VICTIMA_ENC=0,VIC_TRABAJA_ENC=1,0.6593701996927803,0.7370680403520069,1.0960265596706724,1.2456034624559684,15624,2510.4908974155105,0.0,1,539.4072580645161,"[[1442, 205], [3675, 10302]]"
mujeres,2008,CANTIDAD_HIJOS,VIC_RANGO_EDAD,CANTIDAD_HIJOS_ENC,VIC_RANGO_EDAD_ENC,15689,709.5465675228218,1.786330582328229e-153,182.2695519153547,CANTIDAD_HIJOS_ENC=1,VIC_RANGO_EDAD_ENC=0,0.32551469182229587,0.8746360678198322,1.0602816618780209,1.3966602955652894,15689,159.2247872162465,1.671188687176684e-36,1,1022.3553445088916,"[[2015, 7835], [732, 5107]]"
mujeres,2008,VIC_RANGO_EDAD,QUIEN_ES_MAYOR,VIC_RANGO_EDAD_ENC,QUIEN_ES_MAYOR_ENC,14544,633.5459494019054,2.674515205207978e-138,198.177599009901,QUIEN_ES_MAYOR_ENC=0,VIC_RANGO_EDAD_ENC=0,0.6139301430143014,0.8688333171158898,1.0522368027424016,1.3288334713255774,14544,452.80335405316816,1.770240744810293e-100,1,743.7324669966997,"[[1187, 3080], [1348, 8929]]"
mujeres,2008,VIC_NIV_ESCOLARIDAD,AGR_NIV_ESCOLARIDAD,VIC_NIV_ESCOLARIDAD_ENC,AGR_NIV_ESCOLARIDAD_ENC,14944,9406.309762460394,0.0,9.452288543897216,VIC_NIV_ESCOLARIDAD_ENC=4,AGR_NIV_ESCOLARIDAD_ENC=4,0.30145877944325483,0.6645522938486502,1.3351800859470595,1.4973277500237956,14944,1381.2755793422525,2.462096088337728e-302,1,3374.0766862955034,"[[5232, 2933], [2274, 4505]]"
